dataset,embedding_size,num_layers,fold,loss,f1,acc,lr,it,peak_mem,seed,ppv
aifb,768,5,4,0.781359738797378,0.5923076923076923,0.7142857142857143,0.0622659996151924,427.0,111860736.0,4,0
am,768,1,0,1.0004554342570553,0.5371949350605477,0.6645962732919255,0.0742629989981651,1998.0,208567296.0,0,1
am,768,1,0,1.0279286568502537,0.5714129670330557,0.6894409937888198,0.0742629989981651,1995.0,209956864.0,0,0
am,768,2,0,0.6704649579368042,0.6851853473453101,0.8074534161490683,0.0742629989981651,1994.0,2863694336.0,0,1
am,768,2,0,0.7998616804688069,0.6076505331779967,0.7391304347826086,0.0742629989981651,1995.0,2863694336.0,0,0
am,768,3,0,0.6935596713495973,0.6556332030540775,0.7701863354037267,0.0742629989981651,1985.0,15450881024.0,0,1
am,768,3,0,0.7645879593155159,0.6234731690320583,0.7515527950310559,0.0742629989981651,1995.0,15450881024.0,0,0
am,768,4,0,0.6195786247391443,0.6769590385227086,0.7950310559006211,0.0742629989981651,1998.0,21493075968.0,0,1
am,768,4,0,0.686179489851652,0.6644909179156134,0.7763975155279503,0.0742629989981651,1998.0,21493075968.0,0,0
am,768,5,0,0.6627089440328185,0.6717517331153694,0.7950310559006211,0.0742629989981651,1998.0,21686306816.0,0,1
am,768,5,0,0.6910933455039798,0.6614772826571665,0.782608695652174,0.0742629989981651,1999.0,21686306816.0,0,0
am,768,1,1,0.9024684507116292,0.5860233558049467,0.7142857142857143,0.0742629989981651,1999.0,209956864.0,1,1
am,768,1,1,0.895733932720562,0.5826065553190447,0.7142857142857143,0.0742629989981651,1995.0,209956864.0,1,0
am,768,2,1,0.6279830984123024,0.6746249345049397,0.7950310559006211,0.0742629989981651,1998.0,2863694336.0,1,1
am,768,2,1,0.6900212822377503,0.6589745370494033,0.7639751552795031,0.0742629989981651,1999.0,2863694336.0,1,0
am,768,3,1,0.5934071888851427,0.7383188418429006,0.8198757763975155,0.0742629989981651,1993.0,15450881024.0,1,1
am,768,3,1,0.6536372679172423,0.7194435412252524,0.8012422360248447,0.0742629989981651,1999.0,15450881024.0,1,0
am,768,4,1,0.5490353878642809,0.787808901565941,0.8509316770186336,0.0742629989981651,1998.0,21493075968.0,1,1
am,768,4,1,0.6268496212522886,0.6828520901441518,0.782608695652174,0.0742629989981651,1999.0,21493075968.0,1,0
am,768,5,1,0.5414066312114121,0.7650500849925812,0.8322981366459627,0.0742629989981651,1982.0,21686306816.0,1,1
am,768,5,1,0.5963281552757047,0.7474360122635985,0.782608695652174,0.0742629989981651,1995.0,21686306816.0,1,0
am,768,1,2,0.9827539966495218,0.519958464180344,0.66875,0.0742750018835067,1999.0,209956864.0,2,1
am,768,1,2,0.9897943697143896,0.5146911687800334,0.6625,0.0742750018835067,1999.0,209956864.0,2,0
am,768,2,2,0.7389609710901701,0.6098158911381374,0.7375,0.0742750018835067,1994.0,2863694336.0,2,1
am,768,2,2,0.7832624317165503,0.6142237392237392,0.75,0.0742750018835067,1995.0,2863694336.0,2,0
am,768,3,2,0.7002929918659884,0.6378070848647118,0.75,0.0742750018835067,1993.0,15450881024.0,2,1
am,768,3,2,0.7313482590072418,0.6169189847307751,0.71875,0.0742750018835067,1999.0,15450881024.0,2,0
am,768,4,2,0.6818668147058045,0.7715736388903186,0.78125,0.0742750018835067,1990.0,21493075968.0,2,1
am,768,4,2,0.731354436475295,0.7005170018444355,0.74375,0.0742750018835067,1999.0,21493075968.0,2,0
am,768,5,2,0.6911518344442719,0.7029963734717697,0.75,0.0742750018835067,1987.0,21686306816.0,2,1
am,768,5,2,0.6719035695985897,0.7286148830054465,0.75,0.0742750018835067,1999.0,21686306816.0,2,0
am,768,1,3,0.9909830932360488,0.5557550209724123,0.65,0.0742750018835067,1999.0,209956864.0,3,1
am,768,1,3,0.9883099538215916,0.5928746840102556,0.66875,0.0742750018835067,1998.0,209956864.0,3,0
am,768,2,3,0.6216224979942357,0.6905038655038654,0.8125,0.0742750018835067,1998.0,2863694336.0,3,1
am,768,2,3,0.6922160317004553,0.6290315422917616,0.7625,0.0742750018835067,1999.0,2863694336.0,3,0
am,768,3,3,0.6307846034994408,0.7390278195156242,0.8,0.0742750018835067,1980.0,15450881024.0,3,1
am,768,3,3,0.6695629074806886,0.6559360477790112,0.78125,0.0742750018835067,1998.0,15450881024.0,3,0
am,768,4,3,0.5601938818890531,0.7087081685254499,0.81875,0.0742750018835067,1998.0,21493075968.0,3,1
am,768,4,3,0.5431054228006493,0.7370788668660719,0.85,0.0742750018835067,1997.0,21493075968.0,3,0
am,768,5,3,0.5194203673127387,0.7997799396702218,0.84375,0.0742750018835067,1999.0,21686306816.0,3,1
am,768,5,3,0.5389225359613633,0.715301228100271,0.825,0.0742750018835067,1994.0,21686306816.0,3,0
am,768,1,4,0.942971602643172,0.5659257458722698,0.71875,0.0742750018835067,1999.0,209956864.0,4,1
am,768,1,4,0.944892373874372,0.5301684111343202,0.68125,0.0742750018835067,1997.0,209956864.0,4,0
am,768,2,4,0.7202469729525728,0.6505307025227783,0.76875,0.0742750018835067,1996.0,2863694336.0,4,1
am,768,2,4,0.7519100717244969,0.6424351712371799,0.7625,0.0742750018835067,1999.0,2863694336.0,4,0
am,768,3,4,0.6936098321301463,0.6713907539488936,0.8,0.0742750018835067,1999.0,15450881024.0,4,1
am,768,3,4,0.7750078585801626,0.6165821106673037,0.74375,0.0742750018835067,1983.0,15450881024.0,4,0
am,768,4,4,0.7303738829462633,0.6490167784285431,0.78125,0.0742750018835067,1984.0,21493075968.0,4,1
am,768,4,4,0.7440271156317246,0.6426100212916482,0.775,0.0742750018835067,1977.0,21493075968.0,4,0
am,768,5,4,0.6912501069861119,0.6790334891968285,0.8,0.0742750018835067,1973.0,21686306816.0,4,1
am,768,5,4,0.6981167847247784,0.6741745097008255,0.80625,0.0742750018835067,1995.0,21686306816.0,4,0
mutag,768,1,0,0.624869216694485,0.56,0.6181818181818182,0.0608550012111663,29.0,2560.0,0,1
mutag,768,1,0,0.6866305781736373,0.5139625309296572,0.5454545454545454,0.0608550012111663,6.0,224513024.0,0,0
mutag,768,2,0,0.3632778091594498,0.84593837535014,0.8545454545454545,0.0608550012111663,545.0,243624960.0,0,1
mutag,768,2,0,0.6572765365095194,0.5592948717948718,0.6363636363636364,0.0608550012111663,13.0,243624960.0,0,0
mutag,768,3,0,0.4175920949379294,0.7695238095238095,0.8,0.0608550012111663,236.0,304490496.0,0,1
mutag,768,3,0,0.6777922634818648,0.5743034055727554,0.6363636363636364,0.0608550012111663,7.0,304490496.0,0,0
mutag,768,4,0,0.4170557614447795,0.8167345427619401,0.8363636363636363,0.0608550012111663,207.0,310639104.0,0,1
mutag,768,4,0,0.6596274269884987,0.5979532163742689,0.6363636363636364,0.0608550012111663,12.0,310639104.0,0,0
mutag,768,5,0,0.4016261441078964,0.8609606356085229,0.8727272727272727,0.0608550012111663,234.0,312790528.0,0,1
mutag,768,5,0,0.6714409014392259,0.587087087087087,0.6363636363636364,0.0608550012111663,7.0,312790528.0,0,0
mutag,768,1,1,0.5716135132505792,0.7185672514619883,0.7454545454545455,0.0608550012111663,352.0,224513024.0,1,1
mutag,768,1,1,0.6611207478127517,0.5743034055727553,0.6363636363636364,0.0608550012111663,5.0,224513024.0,1,0
mutag,768,2,1,0.4749826620909692,0.7083775185577943,0.7272727272727273,0.0608550012111663,102.0,243624960.0,1,1
mutag,768,2,1,0.6387972132031063,0.6538319141058867,0.6909090909090909,0.0608550012111663,33.0,243624960.0,1,0
mutag,768,3,1,0.4878902018163638,0.6945575712699,0.7272727272727273,0.0608550012111663,123.0,304490496.0,1,1
mutag,768,3,1,0.6509351192025468,0.5175438596491229,0.5636363636363636,0.0608550012111663,18.0,304490496.0,1,0
mutag,768,4,1,0.449308257900543,0.7303921568627451,0.7454545454545455,0.0608550012111663,202.0,310639104.0,1,1
mutag,768,4,1,0.6649312565619483,0.557748538011696,0.6,0.0608550012111663,29.0,310639104.0,1,0
mutag,768,5,1,0.4697910923195874,0.7472605160834216,0.7636363636363637,0.0608550012111663,90.0,312790528.0,1,1
mutag,768,5,1,0.6832830507864502,0.4632132132132132,0.5272727272727272,0.0608550012111663,8.0,312790528.0,1,0
mutag,768,1,2,0.6796143524405998,0.5272173582032736,0.5740740740740741,0.0608320012688636,3.0,224513024.0,2,1
mutag,768,1,2,0.6875341452693915,0.5278219395866455,0.5925925925925926,0.0608320012688636,4.0,224513024.0,2,0
mutag,768,2,2,0.5210303759513988,0.75,0.7777777777777778,0.0608320012688636,79.0,243624960.0,2,1
mutag,768,2,2,0.6517287416275331,0.5701717637201508,0.6481481481481481,0.0608320012688636,20.0,243624960.0,2,0
mutag,768,3,2,0.5501087818507616,0.7738865626189569,0.7962962962962963,0.0608320012688636,18.0,304490496.0,2,1
mutag,768,3,2,0.6831778655491704,0.5235294117647059,0.5555555555555556,0.0608320012688636,8.0,304490496.0,2,0
mutag,768,4,2,0.5135960027204808,0.7738865626189569,0.7962962962962963,0.0608320012688636,47.0,310639104.0,2,1
mutag,768,4,2,0.6787125674978649,0.5683288922725542,0.6111111111111112,0.0608320012688636,14.0,310639104.0,2,0
mutag,768,5,2,0.5538485753361593,0.7157894736842106,0.7407407407407407,0.0608320012688636,26.0,312790528.0,2,1
mutag,768,5,2,0.6879908958389807,0.625,0.6666666666666666,0.0608320012688636,2.0,312790528.0,2,0
mutag,1024,5,2,0.6862260886636797,0.4583333333333333,0.5185185185185185,0.0608320012688636,2.0,409918976.0,2,0
mutag,256,1,3,0.6878720309567948,0.5235294117647059,0.5555555555555556,0.0608320012688636,1.0,77388800.0,3,1
mutag,256,1,3,0.6859170783107502,0.4721804511278196,0.5185185185185185,0.0608320012688636,3.0,77388800.0,3,0
mutag,256,2,3,0.6525962581747302,0.6094404263418347,0.6481481481481481,0.0608320012688636,17.0,86290432.0,3,1
mutag,256,2,3,0.6835295018138483,0.5,0.5555555555555556,0.0608320012688636,2.0,86290432.0,3,0
mutag,256,3,3,0.6246563239466854,0.6727272727272727,0.7222222222222222,0.0608320012688636,17.0,109717504.0,3,1
mutag,256,3,3,0.6811901584743292,0.4981818181818181,0.5740740740740741,0.0608320012688636,4.0,109717504.0,3,0
mutag,256,4,3,0.6240048245860828,0.6094404263418347,0.6481481481481481,0.0608320012688636,24.0,113322496.0,3,1
mutag,256,4,3,0.6615443275833102,0.5561643835616438,0.6111111111111112,0.0608320012688636,5.0,113322496.0,3,0
mutag,256,5,3,0.6315129607544216,0.5707472178060413,0.6296296296296297,0.0608320012688636,11.0,115473920.0,3,1
mutag,256,5,3,0.6855806772080032,0.5833333333333333,0.6296296296296297,0.0608320012688636,4.0,115473920.0,3,0
mutag,512,1,3,0.6973836899257061,0.4226973684210526,0.5185185185185185,0.0608320012688636,9.0,150576128.0,3,1
mutag,512,1,3,0.6813619157885208,0.4981818181818181,0.5740740740740741,0.0608320012688636,9.0,150576128.0,3,0
mutag,512,2,3,0.6074496116878295,0.6995230524642289,0.7407407407407407,0.0608320012688636,27.0,164290560.0,3,1
mutag,512,2,3,0.6882014782413435,0.4671052631578947,0.5555555555555556,0.0608320012688636,1.0,164290560.0,3,0
mutag,512,3,3,0.6050326642248229,0.6565977742448331,0.7037037037037037,0.0608320012688636,30.0,206907392.0,3,1
mutag,512,3,3,0.6522372221704563,0.5854545454545454,0.6481481481481481,0.0608320012688636,5.0,206907392.0,3,0
mutag,512,4,3,0.5896844803031351,0.6447368421052632,0.7037037037037037,0.0608320012688636,21.0,210946560.0,3,1
mutag,512,4,3,0.671382538584909,0.6407045009784735,0.6851851851851852,0.0608320012688636,3.0,210946560.0,3,0
mutag,512,5,3,0.5817011812361242,0.6995230524642289,0.7407407407407407,0.0608320012688636,25.0,213097984.0,3,1
mutag,512,5,3,0.6869406176683431,0.512781954887218,0.5555555555555556,0.0608320012688636,3.0,213097984.0,3,0
mutag,768,1,3,0.6817878803490183,0.4796816087138668,0.5740740740740741,0.0608320012688636,6.0,224513024.0,3,1
mutag,768,1,3,0.6754439339230551,0.5384615384615384,0.5740740740740741,0.0608320012688636,2.0,224513024.0,3,0
mutag,768,2,3,0.6025612925076513,0.6995230524642289,0.7407407407407407,0.0608320012688636,13.0,243624960.0,3,1
mutag,768,2,3,0.6744442993521774,0.5138943248532291,0.5740740740740741,0.0608320012688636,17.0,243624960.0,3,0
mutag,768,3,3,0.5974250306052249,0.6447368421052632,0.7037037037037037,0.0608320012688636,13.0,304490496.0,3,1
mutag,768,3,3,0.6949389840275296,0.3990461049284579,0.4814814814814814,0.0608320012688636,0.0,304490496.0,3,0
mutag,768,4,3,0.5897653830156622,0.6829745596868884,0.7222222222222222,0.0608320012688636,38.0,310639104.0,3,1
mutag,768,4,3,0.669182459894114,0.4848966613672495,0.5555555555555556,0.0608320012688636,6.0,310639104.0,3,0
mutag,768,5,3,0.6497876800876597,0.6345864661654135,0.6666666666666666,0.0608320012688636,19.0,312790528.0,3,1
mutag,768,5,3,0.6818123964437175,0.5272173582032736,0.5740740740740741,0.0608320012688636,1.0,312790528.0,3,0
mutag,1024,1,3,0.6577282290772481,0.5846153846153845,0.6666666666666666,0.0608320012688636,6.0,300522496.0,3,1
mutag,1024,1,3,0.6921640036743251,0.4935064935064935,0.5185185185185185,0.0608320012688636,0.0,300522496.0,3,0
mutag,1024,2,3,0.586033589887278,0.6407045009784735,0.6851851851851852,0.0608320012688636,20.0,322625536.0,3,1
mutag,1024,2,3,0.6659140738400322,0.4796816087138668,0.5740740740740741,0.0608320012688636,20.0,322625536.0,3,0
mutag,1024,3,3,0.5849894150327261,0.6829745596868884,0.7222222222222222,0.0608320012688636,32.0,403056640.0,3,1
mutag,1024,3,3,0.6764682490288628,0.4981818181818181,0.5740740740740741,0.0608320012688636,7.0,403056640.0,3,0
mutag,1024,4,3,0.6230679567983638,0.6407045009784735,0.6851851851851852,0.0608320012688636,19.0,407767552.0,3,1
mutag,1024,4,3,0.694775609730179,0.4581939799331104,0.5,0.0608320012688636,1.0,407767552.0,3,0
mutag,1024,5,3,0.6572458814744396,0.6094404263418347,0.6481481481481481,0.0608320012688636,14.0,409918976.0,3,1
mutag,1024,5,3,0.6862206390597975,0.5683288922725542,0.6111111111111112,0.0608320012688636,3.0,409918976.0,3,0
mutag,256,1,4,0.623118741248007,0.4923076923076922,0.5925925925925926,0.0608320012688636,23.0,77388800.0,4,1
mutag,256,1,4,0.6074984541862889,0.5701717637201508,0.6481481481481481,0.0608320012688636,95.0,77388800.0,4,0
mutag,256,2,4,0.5576229668588886,0.6727272727272727,0.7222222222222222,0.0608320012688636,101.0,86290432.0,4,1
mutag,256,2,4,0.6172758008320142,0.4814814814814814,0.6111111111111112,0.0608320012688636,37.0,86290432.0,4,0
mutag,256,3,4,0.5760514657896164,0.6891447368421053,0.7407407407407407,0.0608320012688636,71.0,109717504.0,4,1
mutag,256,3,4,0.6255134307700634,0.5993016150152772,0.6851851851851852,0.0608320012688636,35.0,109717504.0,4,0
mutag,256,4,4,0.5641577280557305,0.6290909090909091,0.6851851851851852,0.0608320012688636,34.0,113322496.0,4,1
mutag,256,4,4,0.6061833686726708,0.6307692307692307,0.7037037037037037,0.0608320012688636,27.0,113322496.0,4,0
mutag,256,5,4,0.6105890119366639,0.6565977742448331,0.7037037037037037,0.0608320012688636,106.0,115473920.0,4,1
mutag,256,5,4,0.6413047830431929,0.5993016150152772,0.6851851851851852,0.0608320012688636,20.0,115473920.0,4,0
mutag,512,1,4,0.5720872433874599,0.5802469135802468,0.6851851851851852,0.0608320012688636,61.0,150576128.0,4,1
mutag,512,1,4,0.6042458895607077,0.6606619187264349,0.7222222222222222,0.0608320012688636,48.0,150576128.0,4,0
mutag,512,2,4,0.4980311061313666,0.7252446183953033,0.7592592592592593,0.0608320012688636,125.0,164290560.0,4,1
mutag,512,2,4,0.6128556420474264,0.6447368421052632,0.7037037037037037,0.0608320012688636,85.0,164290560.0,4,0
mutag,512,3,4,0.5402403659479197,0.6307692307692307,0.7037037037037037,0.0608320012688636,31.0,206907392.0,4,1
mutag,512,3,4,0.6851165234444133,0.4796816087138668,0.5740740740740741,0.0608320012688636,1.0,206907392.0,4,0
mutag,512,4,4,0.5356410381469645,0.6829745596868884,0.7222222222222222,0.0608320012688636,95.0,210946560.0,4,1
mutag,512,4,4,0.6220934599181218,0.6154168412232928,0.6851851851851852,0.0608320012688636,42.0,210946560.0,4,0
mutag,512,5,4,0.5517226986103368,0.6727272727272727,0.7222222222222222,0.0608320012688636,17.0,213097984.0,4,1
mutag,512,5,4,0.6479138775494301,0.5384615384615384,0.6296296296296297,0.0608320012688636,16.0,213097984.0,4,0
mutag,768,1,4,0.6074726693670035,0.6142857142857142,0.7037037037037037,0.0608320012688636,28.0,224513024.0,4,1
mutag,768,1,4,0.6185917475280158,0.5055421686746988,0.6481481481481481,0.0608320012688636,16.0,224513024.0,4,0
mutag,768,2,4,0.561410120655748,0.7335526315789473,0.7777777777777778,0.0608320012688636,65.0,243624960.0,4,1
mutag,768,2,4,0.6127219738576152,0.5050196420776953,0.6111111111111112,0.0608320012688636,56.0,243624960.0,4,0
mutag,768,3,4,0.5335629106736407,0.7083333333333333,0.7407407407407407,0.0608320012688636,70.0,304490496.0,4,1
mutag,768,3,4,0.6347187067346021,0.5854545454545454,0.6481481481481481,0.0608320012688636,26.0,304490496.0,4,0
mutag,768,4,4,0.5715373530501936,0.6565977742448331,0.7037037037037037,0.0608320012688636,23.0,310639104.0,4,1
mutag,768,4,4,0.6228606059126174,0.6891447368421053,0.7407407407407407,0.0608320012688636,21.0,310639104.0,4,0
mutag,768,5,4,0.5213415429654358,0.6995230524642289,0.7407407407407407,0.0608320012688636,115.0,312790528.0,4,1
mutag,768,5,4,0.6546466940945173,0.4696428571428572,0.5925925925925926,0.0608320012688636,13.0,312790528.0,4,0
mutag,1024,1,4,0.6716140617884657,0.5308641975308641,0.6481481481481481,0.0608320012688636,17.0,300522496.0,4,1
mutag,1024,1,4,0.6330474835542723,0.5846153846153845,0.6666666666666666,0.0608320012688636,33.0,300522496.0,4,0
mutag,1024,2,4,0.4829817617458651,0.7335526315789473,0.7777777777777778,0.0608320012688636,55.0,322625536.0,4,1
mutag,1024,2,4,0.6054884279816094,0.6464426014840681,0.7222222222222222,0.0608320012688636,19.0,322625536.0,4,0
mutag,1024,3,4,0.5246654700102765,0.7252446183953033,0.7592592592592593,0.0608320012688636,44.0,403056640.0,4,1
mutag,1024,3,4,0.6445557493439198,0.5440900562851783,0.6666666666666666,0.0608320012688636,14.0,403056640.0,4,0
mutag,1024,4,4,0.5860478577982408,0.5707472178060413,0.6296296296296297,0.0608320012688636,32.0,407767552.0,4,1
mutag,1024,4,4,0.641805022512195,0.4814814814814814,0.6111111111111112,0.0608320012688636,16.0,407767552.0,4,0
mutag,1024,5,4,0.5339971724655558,0.6565977742448331,0.7037037037037037,0.0608320012688636,66.0,409918976.0,4,1
mutag,1024,5,4,0.6602798082353439,0.5701717637201508,0.6481481481481481,0.0608320012688636,17.0,409918976.0,4,0
bgs,256,1,0,0.6931420027879011,0.4,0.4166666666666667,0.0653999969363212,0.0,4795392.0,0,1
bgs,256,1,0,0.6327307614640204,0.5555555555555556,0.6666666666666666,0.0653999969363212,31.0,8483840.0,0,0
bgs,256,2,0,0.5917859882267238,0.596638655462185,0.6666666666666666,0.0653999969363212,24.0,12255232.0,0,1
bgs,256,2,0,0.6779458593863555,0.4666666666666667,0.5416666666666666,0.0653999969363212,3.0,12255232.0,0,0
bgs,256,3,0,0.4350777090312163,0.6307692307692307,0.7083333333333334,0.0653999969363212,366.0,421715456.0,0,1
bgs,256,3,0,0.5339253716271023,0.6307692307692307,0.7083333333333334,0.0653999969363212,341.0,421715456.0,0,0
bgs,256,4,0,0.4428753372515268,0.7575757575757576,0.7916666666666666,0.0653999969363212,294.0,1503198720.0,0,1
bgs,256,4,0,0.3944122715545959,0.8545454545454545,0.875,0.0653999969363212,239.0,1503198720.0,0,0
bgs,256,5,0,0.5004670491507337,0.7822141560798548,0.7916666666666666,0.0653999969363212,826.0,1532772864.0,0,1
bgs,256,5,0,0.4125241121942342,0.7722960151802657,0.7916666666666666,0.0653999969363212,254.0,1532772864.0,0,0
bgs,512,1,0,0.6082255247065974,0.3846153846153846,0.625,0.0653999969363212,20.0,8483840.0,0,1
bgs,512,1,0,0.626143309714645,0.4947368421052631,0.6666666666666666,0.0653999969363212,43.0,8483840.0,0,0
bgs,512,2,0,0.5483356469909474,0.5252747252747253,0.625,0.0653999969363212,83.0,22278144.0,0,1
bgs,512,2,0,0.5824811332412052,0.5252747252747253,0.625,0.0653999969363212,18.0,22278144.0,0,0
bgs,512,3,0,0.4946006788537492,0.71875,0.75,0.0653999969363212,50.0,779857408.0,0,1
bgs,512,3,0,0.4226300533626168,0.8222222222222222,0.8333333333333334,0.0653999969363212,80.0,779857408.0,0,0
bgs,512,4,0,0.2558809416741548,0.9111111111111112,0.9166666666666666,0.0653999969363212,552.0,2864717312.0,0,1
bgs,512,4,0,0.1922415113048484,0.9544592030360532,0.9583333333333334,0.0653999969363212,1364.0,2864717312.0,0,0
bgs,512,5,0,0.1324923400101851,0.90625,0.9166666666666666,0.0653999969363212,922.0,2900902400.0,0,1
bgs,512,5,0,0.1269914563026459,0.9544592030360532,0.9583333333333334,0.0653999969363212,1769.0,2900902400.0,0,0
bgs,768,1,0,0.5191093433396053,0.5872235872235873,0.7083333333333334,0.0653999969363212,89.0,8483840.0,0,1
bgs,768,1,0,0.6102858487709374,0.5555555555555556,0.6666666666666666,0.0653999969363212,20.0,8483840.0,0,0
bgs,768,2,0,0.4516891403226235,0.5872235872235873,0.7083333333333334,0.0653999969363212,206.0,32894976.0,0,1
bgs,768,2,0,0.5310749191644502,0.6974789915966386,0.75,0.0653999969363212,33.0,32894976.0,0,0
bgs,768,3,0,0.341457831235345,0.8125,0.8333333333333334,0.0653999969363212,1769.0,1135181312.0,0,1
bgs,768,3,0,0.3003034900185956,0.7722960151802657,0.7916666666666666,0.0653999969363212,512.0,1135181312.0,0,0
bgs,768,4,0,0.1590079219846621,0.9544592030360532,0.9583333333333334,0.0653999969363212,1932.0,4231609856.0,0,1
bgs,768,4,0,0.1793423752396244,0.9544592030360532,0.9583333333333334,0.0653999969363212,1985.0,4231609856.0,0,0
bgs,768,5,0,0.1470530006658777,0.9544592030360532,0.9583333333333334,0.0653999969363212,842.0,4269572608.0,0,1
bgs,768,5,0,0.1825371425533592,0.9544592030360532,0.9583333333333334,0.0653999969363212,1297.0,4269572608.0,0,0
bgs,1024,1,0,0.627130952695061,0.4692874692874693,0.625,0.0653999969363212,19.0,9884160.0,0,1
bgs,1024,1,0,0.6922056963468425,0.5901328273244781,0.625,0.0653999969363212,0.0,9884160.0,0,0
bgs,1024,2,0,0.5466978394758885,0.5872235872235873,0.7083333333333334,0.0653999969363212,153.0,44003328.0,0,1
bgs,1024,2,0,0.5411137131041501,0.6606060606060605,0.7083333333333334,0.0653999969363212,49.0,44003328.0,0,0
bgs,1024,3,0,0.4738068211877554,0.6974789915966386,0.75,0.0653999969363212,426.0,1496034816.0,0,1
bgs,1024,3,0,0.4933930177571387,0.6606060606060605,0.7083333333333334,0.0653999969363212,117.0,1496034816.0,0,0
bgs,1024,4,0,0.3957805440706023,0.7822141560798548,0.7916666666666666,0.0653999969363212,505.0,5595938304.0,0,1
bgs,1024,4,0,0.4532316196054572,0.7428571428571429,0.75,0.0653999969363212,64.0,5595938304.0,0,0
bgs,1024,5,0,0.2636591574482642,0.8222222222222222,0.8333333333333334,0.0653999969363212,323.0,5634015744.0,0,1
bgs,1024,5,0,0.3114817605385624,0.9111111111111112,0.9166666666666666,0.0653999969363212,494.0,5634015744.0,0,0
bgs,256,1,1,0.6315418077710895,0.5555555555555556,0.6666666666666666,0.0653999969363212,9.0,8483840.0,1,1
bgs,256,1,1,0.6838310467185629,0.4666666666666667,0.5416666666666666,0.0653999969363212,1.0,8483840.0,1,0
bgs,256,2,1,0.6622589987510691,0.5555555555555556,0.6666666666666666,0.0653999969363212,21.0,12255232.0,1,1
bgs,256,2,1,0.6165332252913052,0.5555555555555556,0.6666666666666666,0.0653999969363212,8.0,12255232.0,1,0
bgs,256,3,1,0.5177886105507566,0.6974789915966386,0.75,0.0653999969363212,44.0,421715456.0,1,1
bgs,256,3,1,0.4962026595632278,0.7575757575757576,0.7916666666666666,0.0653999969363212,37.0,421715456.0,1,0
bgs,256,4,1,0.3918072871210857,0.7722960151802657,0.7916666666666666,0.0653999969363212,252.0,1503198720.0,1,1
bgs,256,4,1,0.4393628374573611,0.7575757575757576,0.7916666666666666,0.0653999969363212,226.0,1503198720.0,1,0
bgs,256,5,1,0.3725198643629675,0.7983193277310925,0.8333333333333334,0.0653999969363212,526.0,1532772864.0,1,1
bgs,256,5,1,0.3816260839357804,0.7983193277310925,0.8333333333333334,0.0653999969363212,583.0,1532772864.0,1,0
bgs,512,1,1,0.6690825713339114,0.596638655462185,0.6666666666666666,0.0653999969363212,3.0,8483840.0,1,1
bgs,512,1,1,0.6647409359890869,0.6606060606060605,0.7083333333333334,0.0653999969363212,3.0,8483840.0,1,0
bgs,512,2,1,0.5598336560942088,0.5555555555555556,0.6666666666666666,0.0653999969363212,50.0,22278144.0,1,1
bgs,512,2,1,0.5469236757571629,0.6307692307692307,0.7083333333333334,0.0653999969363212,19.0,22278144.0,1,0
bgs,512,3,1,0.5529550974204941,0.681214421252372,0.7083333333333334,0.0653999969363212,45.0,779857408.0,1,1
bgs,512,3,1,0.5649276239367289,0.71875,0.75,0.0653999969363212,45.0,779857408.0,1,0
bgs,512,4,1,0.5553306720785257,0.6307692307692307,0.7083333333333334,0.0653999969363212,168.0,2864717312.0,1,1
bgs,512,4,1,0.4507175984889811,0.7362637362637362,0.7916666666666666,0.0653999969363212,118.0,2864717312.0,1,0
bgs,512,5,1,0.2769438811707787,0.8125,0.8333333333333334,0.0653999969363212,553.0,2900902400.0,1,1
bgs,512,5,1,0.248256851716404,0.9111111111111112,0.9166666666666666,0.0653999969363212,482.0,2900902400.0,1,0
bgs,768,1,1,0.6638248477652127,0.4444444444444444,0.5833333333333334,0.0653999969363212,13.0,8483840.0,1,1
bgs,768,1,1,0.6093544001149956,0.5872235872235873,0.7083333333333334,0.0653999969363212,26.0,8483840.0,1,0
bgs,768,2,1,0.5734258203298827,0.5252747252747253,0.625,0.0653999969363212,42.0,32894976.0,1,1
bgs,768,2,1,0.5534771189573163,0.5872235872235873,0.7083333333333334,0.0653999969363212,107.0,32894976.0,1,0
bgs,768,3,1,0.4033070136797255,0.7575757575757576,0.7916666666666666,0.0653999969363212,272.0,1135181312.0,1,1
bgs,768,3,1,0.4774690852609263,0.6974789915966386,0.75,0.0653999969363212,206.0,1135181312.0,1,0
bgs,768,4,1,0.4593392438442302,0.8545454545454545,0.875,0.0653999969363212,110.0,4231609856.0,1,1
bgs,768,4,1,0.4750743190976735,0.7983193277310925,0.8333333333333334,0.0653999969363212,59.0,4231609856.0,1,0
bgs,768,5,1,0.3091828128810185,0.8545454545454545,0.875,0.0653999969363212,244.0,4269572608.0,1,1
bgs,768,5,1,0.3975197069851088,0.8125,0.8333333333333334,0.0653999969363212,310.0,4269572608.0,1,0
bgs,1024,1,1,0.6817097843407991,0.3513513513513514,0.5416666666666666,0.0653999969363212,1.0,9884160.0,1,1
bgs,1024,1,1,0.6172942565126788,0.7362637362637362,0.7916666666666666,0.0653999969363212,9.0,9884160.0,1,0
bgs,1024,2,1,0.5901805682790638,0.6666666666666666,0.75,0.0653999969363212,38.0,44003328.0,1,1
bgs,1024,2,1,0.5783993920721245,0.5872235872235873,0.7083333333333334,0.0653999969363212,81.0,44003328.0,1,0
